epoch,accuracy,loss,val_accuracy,val_loss
0,0.759759783744812,0.6629707217216492,0.9080459475517273,0.37699443101882935
1,0.912912905216217,0.2767618000507355,0.8390804529190063,0.4661118984222412
2,0.9489489197731018,0.16958016157150269,0.7586206793785095,0.9535349011421204
3,0.9729729890823364,0.06637200713157654,0.5632184147834778,4.376988887786865
4,0.966966986656189,0.08966753631830215,0.7241379022598267,4.260904312133789
